address_type,agency,agency_name,bbl,borough,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_address,location_city,location_state,location_type,location_zip,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,status,street_name,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
,NYPD,New York City Police Department,2033850084.0,BRONX,BRONX,2019-08-12T19:19:08.000,12 BRONX,Illegal Parking,2019-08-11T22:39:14.000,EAST  236 STREET,EAST  237 STREET,Blocked Hydrant,,4299 VIREO AVENUE,10470.0,EAST  236 STREET,EAST  237 STREET,VIREO AVENUE,40.89898805734182,"{'type': 'Point', 'coordinates': [-73.86364774990085, 40.89898805734182]}",,,,Street/Sidewalk,,-73.86364774990085,MOBILE,BRONX,Unspecified,2019-08-12T23:19:11.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,VIREO AVENUE,,43521949,1021945.0,266833.0
,NYPD,New York City Police Department,3050650040.0,BROOKLYN,BROOKLYN,2019-08-11T22:53:29.000,17 BROOKLYN,Noise - Residential,2019-08-11T22:39:18.000,BEDFORD AVENUE,ROGERS AVENUE,Loud Music/Party,,176 CLARKSON AVENUE,11226.0,BEDFORD AVENUE,ROGERS AVENUE,CLARKSON AVENUE,40.6551678163122,"{'type': 'Point', 'coordinates': [-73.95416036056795, 40.6551678163122]}",,,,Residential Building/House,,-73.95416036056795,PHONE,BROOKLYN,Unspecified,2019-08-12T02:53:33.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,CLARKSON AVENUE,,43520781,996969.0,177975.0
ADDRESS,HPD,Department of Housing Preservation and Development,3012230078.0,BROOKLYN,BROOKLYN,2019-08-29T09:19:11.000,08 BROOKLYN,UNSANITARY CONDITION,2019-08-11T22:39:30.000,,,GARBAGE/RECYCLING STORAGE,,921 ST MARKS AVENUE,11213.0,,,,40.67472666394193,"{'type': 'Point', 'coordinates': [-73.94112174167648, 40.67472666394193]}",,,,RESIDENTIAL BUILDING,,-73.94112174167648,ONLINE,BROOKLYN,Unspecified,2019-08-29T09:19:11.000,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",Closed,ST MARKS AVENUE,,43522442,1000582.0,185103.0
,NYPD,New York City Police Department,3054170029.0,BROOKLYN,BROOKLYN,2019-08-12T02:09:14.000,14 BROOKLYN,Noise - Residential,2019-08-11T22:40:01.000,EAST    8 STREET,EAST    7 STREET,Loud Music/Party,,3821 18 AVENUE,11218.0,EAST    8 STREET,EAST    7 STREET,18 AVENUE,40.63390930929287,"{'type': 'Point', 'coordinates': [-73.97045638073871, 40.63390930929287]}",,,,Residential Building/House,,-73.97045638073871,PHONE,BROOKLYN,Unspecified,2019-08-12T06:09:16.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,18 AVENUE,,43523103,992450.0,170228.0
,NYPD,New York City Police Department,2033150089.0,BRONX,BRONX,2019-08-11T23:10:03.000,07 BRONX,Noise - Vehicle,2019-08-11T22:40:07.000,MIRIAM STREET,EAST  197 STREET,Car/Truck Music,,2805 GRAND CONCOURSE,10468.0,MIRIAM STREET,EAST  197 STREET,GRAND CONCOURSE,40.86919427861761,"{'type': 'Point', 'coordinates': [-73.89201200718576, 40.86919427861761]}",,,,Street/Sidewalk,,-73.89201200718576,PHONE,BRONX,Unspecified,2019-08-12T03:10:06.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,GRAND CONCOURSE,,43525339,1014117.0,255967.0
,NYPD,New York City Police Department,1020750056.0,MANHATTAN,NEW YORK,2019-08-12T01:02:14.000,09 MANHATTAN,Noise - Street/Sidewalk,2019-08-11T22:40:23.000,AMSTERDAM AVENUE,BROADWAY,Loud Music/Party,,560 WEST  144 STREET,10031.0,AMSTERDAM AVENUE,BROADWAY,WEST  144 STREET,40.82522248363238,"{'type': 'Point', 'coordinates': [-73.94969287279021, 40.82522248363238]}",,,,Street/Sidewalk,,-73.94969287279021,ONLINE,MANHATTAN,Unspecified,2019-08-12T05:02:17.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,WEST  144 STREET,,43522542,998173.0,239932.0
,NYPD,New York City Police Department,3014570084.0,BROOKLYN,BROOKLYN,2019-08-11T23:03:02.000,16 BROOKLYN,Noise - Residential,2019-08-11T22:41:05.000,RALPH AVENUE,HOWARD AVENUE,Loud Music/Party,,1673 PROSPECT PLACE,11233.0,RALPH AVENUE,HOWARD AVENUE,PROSPECT PLACE,40.67273285911121,"{'type': 'Point', 'coordinates': [-73.92097167086358, 40.67273285911121]}",,,,Residential Building/House,,-73.92097167086358,PHONE,BROOKLYN,Unspecified,2019-08-12T03:03:05.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,PROSPECT PLACE,,43519005,1006172.0,184381.0
,NYPD,New York City Police Department,,MANHATTAN,,2019-08-12T03:38:28.000,02 MANHATTAN,Illegal Parking,2019-08-11T22:41:18.000,BLEECKER STREET,MACDOUGAL STREET,Blocked Bike Lane,,BLEECKER STREET,10012.0,BLEECKER STREET,MACDOUGAL STREET,,40.72916767899508,"{'type': 'Point', 'coordinates': [-74.00119065008408, 40.72916767899508]}",,,,Street/Sidewalk,,-74.00119065008408,PHONE,MANHATTAN,Unspecified,2019-08-12T07:38:30.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,BLEECKER STREET,,43520730,983920.0,204932.0
,NYPD,New York City Police Department,5000590075.0,STATEN ISLAND,STATEN ISLAND,2019-08-11T23:15:06.000,01 STATEN ISLAND,Noise - Residential,2019-08-11T22:41:26.000,FILLMORE STREET,EAST BUCHANAN STREET,Loud Talking,,24 YORK TERRACE,10301.0,FILLMORE STREET,EAST BUCHANAN STREET,YORK TERRACE,40.644630058826884,"{'type': 'Point', 'coordinates': [-74.08891537149647, 40.644630058826884]}",,,,Residential Building/House,,-74.08891537149647,MOBILE,STATEN ISLAND,Unspecified,2019-08-12T03:15:10.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,YORK TERRACE,,43521988,959575.0,174145.0
,NYPD,New York City Police Department,3068210275.0,BROOKLYN,BROOKLYN,2019-08-11T23:03:15.000,15 BROOKLYN,Noise - Street/Sidewalk,2019-08-11T22:41:34.000,AVENUE R,MOORE PLACE,Loud Talking,,1815 EAST   17 STREET,11229.0,AVENUE R,MOORE PLACE,EAST   17 STREET,40.605586570194475,"{'type': 'Point', 'coordinates': [-73.95575378891145, 40.605586570194475]}",,,,Street/Sidewalk,,-73.95575378891145,MOBILE,BROOKLYN,Unspecified,2019-08-12T03:03:17.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,EAST   17 STREET,,43522653,996536.0,159911.0
ADDRESS,DEP,Department of Environmental Protection,1000167505.0,MANHATTAN,NEW YORK,2019-08-12T06:41:00.000,01 MANHATTAN,Noise,2019-08-11T22:42:00.000,S END AVE,BEND,"Noise: Boat(Engine,Music,Etc) (NR10)",N/A,380 RECTOR PLACE,10280.0,,,,40.70931072507047,"{'type': 'Point', 'coordinates': [-74.01776425721219, 40.70931072507047]}",,,,,,-74.01776425721219,UNKNOWN,MANHATTAN,Unspecified,2019-08-12T06:41:00.000,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,Closed,RECTOR PLACE,,43520917,979325.0,197698.0
ADDRESS,DOT,Department of Transportation,4007290061.0,QUEENS,Astoria,2019-08-12T13:50:00.000,01 QUEENS,Street Light Condition,2019-08-11T22:42:00.000,30 AVE,31 AVE,Street Light Out,,30-38 48 STREET,11103.0,,,,40.7596757857884,"{'type': 'Point', 'coordinates': [-73.90959186018591, 40.7596757857884]}",,,,,,-73.90959186018591,UNKNOWN,QUEENS,Unspecified,2019-08-12T13:50:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,Closed,48 STREET,,43524532,1009296.0,216060.0
,NYPD,New York City Police Department,3021760001.0,BROOKLYN,BROOKLYN,2019-08-12T03:15:28.000,01 BROOKLYN,Noise - Street/Sidewalk,2019-08-11T22:42:13.000,WYTHE PLACE,BEDFORD AVENUE,Loud Music/Party,,99 WILSON STREET,11249.0,WYTHE PLACE,BEDFORD AVENUE,WILSON STREET,40.70481856713298,"{'type': 'Point', 'coordinates': [-73.9633341576697, 40.70481856713298]}",,,,Street/Sidewalk,,-73.9633341576697,PHONE,BROOKLYN,Unspecified,2019-08-12T07:15:34.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,WILSON STREET,,43520684,994416.0,196063.0
ADDRESS,HPD,Department of Housing Preservation and Development,3011750093.0,BROOKLYN,BROOKLYN,2019-08-30T08:30:29.000,08 BROOKLYN,UNSANITARY CONDITION,2019-08-11T22:42:15.000,,,PESTS,,555 ST JOHNS PLACE,11238.0,,,,40.67291488006012,"{'type': 'Point', 'coordinates': [-73.95968542432273, 40.67291488006012]}",,,,RESIDENTIAL BUILDING,,-73.95968542432273,PHONE,BROOKLYN,Unspecified,2019-08-30T08:30:29.000,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",Closed,ST JOHNS PLACE,,43522118,995433.0,184440.0
,NYPD,New York City Police Department,5037970027.0,STATEN ISLAND,STATEN ISLAND,2019-08-11T22:54:19.000,02 STATEN ISLAND,Traffic,2019-08-11T22:42:16.000,FREEBORN STREET,OLYMPIA BOULEVARD,Chronic Speeding,,566 HUNTER AVENUE,10306.0,FREEBORN STREET,OLYMPIA BOULEVARD,HUNTER AVENUE,40.575020123866594,"{'type': 'Point', 'coordinates': [-74.09134970010953, 40.575020123866594]}",,,,Street/Sidewalk,,-74.09134970010953,ONLINE,STATEN ISLAND,Unspecified,2019-08-12T02:54:22.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,HUNTER AVENUE,,43524640,958873.0,148785.0
,NYPD,New York City Police Department,2024209020.0,BRONX,BRONX,2019-08-12T02:07:14.000,04 BRONX,Noise - Street/Sidewalk,2019-08-11T22:42:18.000,EAST  156 STREET,EAST  158 STREET,Loud Music/Party,,3073 PARK AVENUE,10451.0,EAST  156 STREET,EAST  158 STREET,PARK AVENUE,40.82276243696431,"{'type': 'Point', 'coordinates': [-73.91932296106417, 40.82276243696431]}",,,,Street/Sidewalk,,-73.91932296106417,PHONE,BRONX,Unspecified,2019-08-12T06:07:15.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,PARK AVENUE,,43522652,1006579.0,239042.0
,NYPD,New York City Police Department,4008780229.0,QUEENS,ASTORIA,2019-08-13T06:04:04.000,01 QUEENS,Illegal Parking,2019-08-11T22:42:22.000,21 STREET,23 STREET,Overnight Commercial Storage,,21-11 22 ROAD,11105.0,21 STREET,23 STREET,22 ROAD,40.77977578597275,"{'type': 'Point', 'coordinates': [-73.91724468702634, 40.77977578597275]}",,,,Street/Sidewalk,,-73.91724468702634,ONLINE,QUEENS,Unspecified,2019-08-13T10:04:11.000,The Police Department issued a summons in response to the complaint.,Closed,22 ROAD,,43523671,1007169.0,223381.0
,NYPD,New York City Police Department,3009300035.0,BROOKLYN,BROOKLYN,2019-08-12T01:20:19.000,06 BROOKLYN,Noise - Residential,2019-08-11T22:42:31.000,4 AVENUE,5 AVENUE,Banging/Pounding,,430 DEAN STREET,11217.0,4 AVENUE,5 AVENUE,DEAN STREET,40.68233700025036,"{'type': 'Point', 'coordinates': [-73.97718081068928, 40.68233700025036]}",,,,Residential Building/House,,-73.97718081068928,ONLINE,BROOKLYN,Unspecified,2019-08-12T05:20:22.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,DEAN STREET,,43522207,990579.0,187871.0
,DOHMH,Department of Health and Mental Hygiene,5063560001.0,STATEN ISLAND,STATEN ISLAND,,03 STATEN ISLAND,Food Establishment,2019-08-11T22:42:38.000,HAROLD AVENUE,BENNETT PLACE,Food Temperature,,4727 HYLAN BOULEVARD,10312.0,HAROLD AVENUE,BENNETT PLACE,HYLAN BOULEVARD,40.52836295006322,"{'type': 'Point', 'coordinates': [-74.16377660795092, 40.52836295006322]}",,,,Restaurant/Bar/Deli/Bakery,,-74.16377660795092,ONLINE,STATEN ISLAND,Unspecified,2019-08-12T14:24:56.000,The Department of Health and Mental Hygiene has received and processed your complaint. All restauran,In Progress,HYLAN BOULEVARD,,43519028,938721.0,131816.0
,NYPD,New York City Police Department,1020890029.0,MANHATTAN,NEW YORK,2019-08-12T01:45:32.000,09 MANHATTAN,Noise - Residential,2019-08-11T22:42:44.000,BROADWAY,RIVERSIDE DRIVE,Loud Music/Party,,601 WEST  142 STREET,10031.0,BROADWAY,RIVERSIDE DRIVE,WEST  142 STREET,40.82467186401429,"{'type': 'Point', 'coordinates': [-73.95220446968285, 40.82467186401429]}",,,,Residential Building/House,,-73.95220446968285,PHONE,MANHATTAN,Unspecified,2019-08-12T05:45:40.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,WEST  142 STREET,,43521989,997478.0,239731.0
ADDRESS,DOHMH,Department of Health and Mental Hygiene,2037140004.0,BRONX,BRONX,2019-09-25T14:12:20.000,09 BRONX,Rodent,2019-08-11T22:43:02.000,BRUCKNER BOULEVARD,WATSON AVENUE,Mouse Sighting,,1004 ELDER AVENUE,10472.0,BRUCKNER BOULEVARD,WATSON AVENUE,ELDER AVENUE,40.82422763640622,"{'type': 'Point', 'coordinates': [-73.87814530246716, 40.82422763640622]}",,,,1-2 Family Dwelling,,-73.87814530246716,PHONE,BRONX,Unspecified,2019-09-23T00:00:00.000,,Closed,ELDER AVENUE,,43519092,1017975.0,239589.0
,NYPD,New York City Police Department,2044460068.0,BRONX,BRONX,2019-08-12T21:54:16.000,11 BRONX,Noise - Residential,2019-08-11T22:43:20.000,MACE AVENUE,ALLERTON AVENUE,Loud Music/Party,,2513 COLDEN AVENUE,10469.0,MACE AVENUE,ALLERTON AVENUE,COLDEN AVENUE,40.86354109849421,"{'type': 'Point', 'coordinates': [-73.85968572522255, 40.86354109849421]}",,,,,,-73.85968572522255,PHONE,BRONX,Unspecified,2019-08-13T01:54:17.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,COLDEN AVENUE,,43519885,1023061.0,253920.0
,DOHMH,Department of Health and Mental Hygiene,3086780064.0,BROOKLYN,BROOKLYN,2019-08-30T13:30:14.000,13 BROOKLYN,X-Ray Machine/Equipment,2019-08-11T22:43:41.000,OCEAN VIEW AVENUE,BRIGHTON   10 STREET,Technician Unlicensed,,3140 CONEY ISLAND AVENUE,11235.0,OCEAN VIEW AVENUE,BRIGHTON   10 STREET,CONEY ISLAND AVENUE,40.57947676501012,"{'type': 'Point', 'coordinates': [-73.95976342442768, 40.57947676501012]}",,,,Doctor's Office,,-73.95976342442768,ONLINE,BROOKLYN,Unspecified,2019-08-30T17:30:17.000,The Department of Health and Mental Hygiene has investigated the complaint and no violations were ci,Closed,CONEY ISLAND AVENUE,,43521581,995427.0,150398.0
,NYPD,New York City Police Department,3050850001.0,BROOKLYN,BROOKLYN,2019-08-12T04:15:59.000,17 BROOKLYN,Noise - Street/Sidewalk,2019-08-11T22:43:45.000,LENOX ROAD,LINDEN BOULEVARD,Loud Music/Party,,747 ROGERS AVENUE,11226.0,LENOX ROAD,LINDEN BOULEVARD,ROGERS AVENUE,40.65296316600825,"{'type': 'Point', 'coordinates': [-73.95270229189511, 40.65296316600825]}",,,,Street/Sidewalk,,-73.95270229189511,MOBILE,BROOKLYN,Unspecified,2019-08-12T08:16:09.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,ROGERS AVENUE,,43522530,997374.0,177172.0
,NYPD,New York City Police Department,4003860033.0,QUEENS,LONG ISLAND CITY,2019-08-17T08:35:11.000,01 QUEENS,Illegal Parking,2019-08-11T22:44:21.000,27 STREET,28 STREET,Blocked Hydrant,,27-05 39 AVENUE,11101.0,27 STREET,28 STREET,39 AVENUE,40.75427528050881,"{'type': 'Point', 'coordinates': [-73.93586473472486, 40.75427528050881]}",,,,Street/Sidewalk,,-73.93586473472486,MOBILE,QUEENS,Unspecified,2019-08-17T12:38:56.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,39 AVENUE,,43518964,1002019.0,214086.0
,NYPD,New York City Police Department,2023740078.0,BRONX,BRONX,2019-08-11T23:01:17.000,01 BRONX,Noise - Street/Sidewalk,2019-08-11T22:44:33.000,MELROSE AVENUE,ELTON AVENUE,Loud Music/Party,,410 EAST  153 STREET,10455.0,MELROSE AVENUE,ELTON AVENUE,EAST  153 STREET,40.81877207191979,"{'type': 'Point', 'coordinates': [-73.91611593925789, 40.81877207191979]}",,,,,,-73.91611593925789,PHONE,BRONX,Unspecified,2019-08-12T03:01:20.000,The Police Department reviewed your complaint and provided additional information below.,Closed,EAST  153 STREET,,43522155,1007468.0,237589.0
,NYPD,New York City Police Department,3050530038.0,BROOKLYN,BROOKLYN,2019-08-12T06:43:52.000,14 BROOKLYN,Noise - Residential,2019-08-11T22:44:50.000,EAST DRIVE,WOODRUFF AVENUE,Loud Music/Party,,354 OCEAN AVENUE,11226.0,EAST DRIVE,WOODRUFF AVENUE,OCEAN AVENUE,40.654281299690346,"{'type': 'Point', 'coordinates': [-73.9618050132615, 40.654281299690346]}",,,,Residential Building/House,,-73.9618050132615,ONLINE,BROOKLYN,Unspecified,2019-08-12T10:43:54.000,The Police Department responded to the complaint but officers were unable to gain entry into the pre,Closed,OCEAN AVENUE,,43524680,994848.0,177651.0
ADDRESS,DEP,Department of Environmental Protection,4107030086.0,QUEENS,Queens Village,2019-08-14T09:50:00.000,13 QUEENS,Water System,2019-08-11T22:45:00.000,92 AVE,93 AVE,Leak (Use Comments) (WA2),,92-15 219 STREET,11428.0,,,,40.723657573642335,"{'type': 'Point', 'coordinates': [-73.73933013730695, 40.723657573642335]}",,,,,,-73.73933013730695,UNKNOWN,QUEENS,Unspecified,2019-08-14T09:50:00.000,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",Closed,219 STREET,,43524452,1056503.0,203032.0
ADDRESS,HPD,Department of Housing Preservation and Development,3011130044.0,BROOKLYN,BROOKLYN,2019-08-26T09:47:19.000,07 BROOKLYN,UNSANITARY CONDITION,2019-08-11T22:45:15.000,,,PESTS,,230 PROSPECT PARK WEST,11215.0,,,,40.65960272125323,"{'type': 'Point', 'coordinates': [-73.98105236291266, 40.65960272125323]}",,,,RESIDENTIAL BUILDING,,-73.98105236291266,ONLINE,BROOKLYN,Unspecified,2019-08-26T09:47:19.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,Closed,PROSPECT PARK WEST,,43521196,989507.0,179588.0
,NYPD,New York City Police Department,2032340059.0,BRONX,BRONX,2019-08-11T23:09:24.000,07 BRONX,Noise - Street/Sidewalk,2019-08-11T22:45:15.000,SEDGWICK AVENUE,LANDING ROAD,Loud Music/Party,,202 WEST FORDHAM ROAD,10468.0,SEDGWICK AVENUE,LANDING ROAD,WEST FORDHAM ROAD,40.8625862147404,"{'type': 'Point', 'coordinates': [-73.90931096421318, 40.8625862147404]}",,,,Street/Sidewalk,,-73.90931096421318,PHONE,BRONX,Unspecified,2019-08-12T03:09:28.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,WEST FORDHAM ROAD,,43524575,1009335.0,253554.0
,NYPD,New York City Police Department,,QUEENS,,2019-08-17T08:34:19.000,01 QUEENS,Illegal Parking,2019-08-11T22:45:40.000,31 AVENUE,STEINWAY STREET,Blocked Bike Lane,,31 AVENUE,11103.0,31 AVENUE,STEINWAY STREET,,40.76132003932433,"{'type': 'Point', 'coordinates': [-73.91709073873514, 40.76132003932433]}",,,,Street/Sidewalk,,-73.91709073873514,ONLINE,QUEENS,Unspecified,2019-08-17T12:38:42.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,31 AVENUE,,43521123,1007218.0,216657.0
,DPR,Department of Parks and Recreation,3029170006.0,BROOKLYN,BROOKLYN,,01 BROOKLYN,New Tree Request,2019-08-11T22:45:53.000,OLIVE STREET,CATHERINE STREET,For One Address,,920 METROPOLITAN AVENUE,11211.0,OLIVE STREET,CATHERINE STREET,METROPOLITAN AVENUE,40.714568240891815,"{'type': 'Point', 'coordinates': [-73.93828372116724, 40.714568240891815]}",,,,Street,,-73.93828372116724,UNKNOWN,BROOKLYN,Unspecified,2019-10-14T13:51:17.000,The Department of Parks and Recreation has reviewed this request and will visit the location to inve,In Progress,METROPOLITAN AVENUE,,43520798,1001359.0,199619.0
,DPR,Department of Parks and Recreation,3061950049.0,BROOKLYN,BROOKLYN,,11 BROOKLYN,Damaged Tree,2019-08-11T22:45:53.000,19 AVENUE,20 AVENUE,Branch or Limb Has Fallen Down,,1971 73 STREET,11204.0,19 AVENUE,20 AVENUE,73 STREET,40.612475960362254,"{'type': 'Point', 'coordinates': [-73.99132344795423, 40.612475960362254]}",,,,Street,,-73.99132344795423,UNKNOWN,BROOKLYN,Unspecified,2019-10-01T19:02:36.000,The Department of Parks and Recreation has reviewed this request and will visit the location to inve,In Progress,73 STREET,,43521548,986659.0,162418.0
